attendance_id,employee_id,date,status,check_in_time,check_out_time
ATD002273,EMP00779,2026-04-20,Present,08:32,16:54
ATD002274,EMP01133,2026-03-21,Absent,NULL,NULL
ATD002275,EMP00901,2025-07-11,Present,09:19,17:54
ATD002276,EMP00237,2024-10-17,"Work From Home",09:15,17:38
ATD002277,EMP00139,2026-02-21,Present,09:27,18:54
ATD002278,EMP00698,2025-01-17,Present,09:09,17:41
ATD002279,EMP00083,2024-08-11,Present,08:46,16:55
ATD002280,EMP00103,2024-09-25,Present,09:32,17:38
ATD002281,EMP00440,2026-07-04,Present,09:26,18:23
ATD002282,EMP00764,2026-02-11,Present,08:59,17:25
ATD002283,EMP00281,2025-04-25,Absent,NULL,NULL
ATD002284,EMP00802,2025-03-30,Present,08:49,16:54
ATD002285,EMP00845,2025-06-11,Present,09:09,17:24
ATD002286,EMP00998,2024-10-14,"Half Day",08:34,12:43
ATD002287,EMP00459,2025-07-26,Present,09:31,17:39
ATD002288,EMP00252,2026-07-14,Absent,NULL,NULL
ATD002289,EMP01171,2026-04-03,"Half Day",08:34,12:30
ATD002290,EMP00772,2024-09-20,Present,09:16,18:14
ATD002291,EMP01130,2025-11-15,Present,09:00,17:34
ATD002292,EMP00773,2025-02-12,Present,08:33,17:52
ATD002293,EMP00831,2025-11-04,"Work From Home",09:10,17:51
ATD002294,EMP00398,2025-10-18,Present,09:45,18:03
ATD002295,EMP00069,2024-09-23,Present,08:52,17:13
ATD002296,EMP01228,2026-06-26,Present,08:47,16:50
ATD002297,EMP00813,2024-12-28,Absent,NULL,NULL
ATD002298,EMP01112,2026-06-17,Present,09:37,18:01
ATD002299,EMP00405,2025-10-05,"Work From Home",09:25,18:25
ATD002300,EMP00758,2025-06-28,Present,09:06,17:35
ATD002301,EMP00769,2024-11-27,Present,08:46,17:21
ATD002302,EMP00226,2025-09-19,Absent,NULL,NULL
ATD002303,EMP00028,2025-09-05,Present,08:39,17:14
ATD002304,EMP00251,2026-04-12,Present,09:14,18:21
ATD002305,EMP00526,2025-03-22,Present,09:38,19:02
ATD002306,EMP00066,2026-07-21,Present,08:31,17:09
ATD002307,EMP00472,2025-10-13,"Half Day",08:42,12:55
ATD002308,EMP01030,2025-11-09,"Half Day",08:30,12:50
ATD002309,EMP00258,2026-08-07,"Work From Home",09:55,18:05
ATD002310,EMP00961,2026-06-02,Absent,NULL,NULL
ATD002311,EMP00568,2026-01-19,Present,09:26,17:51
ATD002312,EMP01094,2024-11-25,Present,09:20,17:56
ATD002313,EMP00592,2026-05-13,"Work From Home",09:45,17:46
ATD002314,EMP01202,2025-09-11,Present,09:38,18:30
ATD002315,EMP00304,2025-03-30,Present,09:21,18:08
ATD002316,EMP01102,2026-06-08,Present,09:22,17:39
ATD002317,EMP00633,2025-04-09,Present,08:37,17:49
ATD002318,EMP00135,2025-07-11,Present,08:44,17:28
ATD002319,EMP01012,2025-12-24,"Work From Home",09:42,17:57
ATD002320,EMP00071,2026-01-18,Present,09:13,17:25
ATD002321,EMP00937,2025-08-12,Present,08:49,18:04
ATD002322,EMP01203,2025-10-25,Present,08:56,16:56
ATD002323,EMP00184,2025-01-06,Present,09:15,17:41
ATD002324,EMP01151,2025-09-19,Present,09:39,18:36
ATD002325,EMP00949,2024-08-05,"Work From Home",09:19,18:04
ATD002326,EMP00285,2025-07-31,Present,09:21,18:44
ATD002327,EMP00664,2025-05-13,Present,09:17,18:44
ATD002328,EMP00341,2026-03-23,Absent,NULL,NULL
ATD002329,EMP00588,2025-07-13,Absent,NULL,NULL
ATD002330,EMP01123,2024-09-30,"Half Day",09:15,13:10
ATD002331,EMP00597,2026-07-20,Present,08:48,18:14
ATD002332,EMP00663,2025-05-30,Present,09:44,18:59
ATD002333,EMP00298,2026-05-20,Present,08:53,17:38
ATD002334,EMP00235,2026-07-18,Present,08:43,17:07
ATD002335,EMP00369,2024-12-07,Absent,NULL,NULL
ATD002336,EMP00366,2026-04-29,"Work From Home",09:48,18:02
ATD002337,EMP00393,2025-09-15,Present,08:55,17:55
ATD002338,EMP00438,2024-08-04,Absent,NULL,NULL
ATD002339,EMP00387,2025-02-24,Present,09:03,17:43
ATD002340,EMP00499,2025-11-05,Absent,NULL,NULL
ATD002341,EMP00370,2026-04-16,Present,08:57,18:02
ATD002342,EMP00834,2025-11-14,"Work From Home",09:58,18:50
ATD002343,EMP00488,2024-10-26,Present,09:32,18:29
ATD002344,EMP00157,2026-04-09,Present,09:39,18:37
ATD002345,EMP00857,2025-01-19,"Half Day",09:07,13:06
ATD002346,EMP00568,2026-01-05,Present,08:44,17:04
ATD002347,EMP00077,2025-05-31,Present,09:05,18:24
ATD002348,EMP00933,2026-05-05,"Half Day",09:27,13:13
ATD002349,EMP00143,2024-08-29,"Half Day",09:28,13:56
ATD002350,EMP00953,2025-02-10,Present,09:22,18:48
ATD002351,EMP00952,2026-04-26,"Half Day",09:23,13:04
ATD002352,EMP00404,2025-06-05,"Work From Home",09:25,17:50
ATD002353,EMP00142,2024-08-20,Present,09:10,17:29
ATD002354,EMP00489,2024-10-13,"Half Day",08:38,12:47
ATD002355,EMP00106,2024-11-13,Present,09:24,18:41
ATD002356,EMP00237,2024-08-13,Present,08:57,18:24
ATD002357,EMP00910,2025-01-22,Present,09:04,17:13
ATD002358,EMP00400,2025-12-26,Present,09:37,17:43
ATD002359,EMP00786,2025-01-28,Present,08:34,16:41
ATD002360,EMP00653,2025-04-12,Present,08:33,17:35
ATD002361,EMP00856,2026-07-04,Absent,NULL,NULL
ATD002362,EMP00807,2025-05-28,"Half Day",08:45,13:12
ATD002363,EMP00037,2025-09-21,Present,08:51,17:01
ATD002364,EMP01195,2025-09-17,Present,08:40,17:46
ATD002365,EMP00337,2025-07-11,Absent,NULL,NULL
ATD002366,EMP00687,2025-09-02,Present,08:47,17:54
ATD002367,EMP00745,2025-07-06,"Half Day",09:04,13:09
ATD002368,EMP00308,2024-12-22,"Work From Home",09:12,17:56
ATD002369,EMP00804,2025-10-17,Absent,NULL,NULL
ATD002370,EMP00636,2025-05-22,Present,09:37,18:51
ATD002371,EMP00826,2025-12-19,Absent,NULL,NULL
ATD002372,EMP00089,2025-06-21,Present,08:40,17:57
ATD002373,EMP00954,2025-03-03,Present,09:42,19:07
ATD002374,EMP00879,2024-12-20,Absent,NULL,NULL
ATD002375,EMP00407,2025-10-13,Present,08:53,17:29
ATD002376,EMP00053,2024-09-06,Present,08:56,17:55
ATD002377,EMP00718,2024-12-29,Present,09:29,18:45
ATD002378,EMP00253,2026-01-24,Present,08:37,17:45
ATD002379,EMP00908,2024-11-09,Present,09:37,18:42
ATD002380,EMP00267,2025-10-31,Present,09:35,18:38
ATD002381,EMP00466,2024-08-06,Absent,NULL,NULL
ATD002382,EMP00878,2026-03-22,Present,09:42,18:26
ATD002383,EMP00910,2024-12-23,Present,09:34,18:55
ATD002384,EMP01169,2026-06-16,"Work From Home",09:34,18:05
ATD002385,EMP00212,2025-09-16,Present,09:07,17:39
ATD002386,EMP00231,2025-01-03,Present,09:12,17:12
ATD002387,EMP01015,2025-05-15,"Half Day",08:54,13:13
ATD002388,EMP00038,2025-06-10,"Work From Home",09:40,18:18
ATD002389,EMP00702,2025-01-25,Present,09:10,18:18
ATD002390,EMP01001,2026-06-02,Present,08:55,17:35
ATD002391,EMP00348,2025-07-20,"Half Day",09:29,13:02
ATD002392,EMP00004,2025-02-23,Present,09:13,18:25
ATD002393,EMP00686,2026-08-03,Present,08:59,18:03
ATD002394,EMP00962,2026-05-05,Absent,NULL,NULL
ATD002395,EMP01040,2026-08-05,Present,08:49,16:52
ATD002396,EMP00736,2025-11-28,Present,09:04,17:49
ATD002397,EMP00928,2026-03-06,"Work From Home",09:06,17:28
ATD002398,EMP00381,2024-10-15,"Half Day",09:27,13:32
ATD002399,EMP00640,2025-07-04,Present,08:42,17:37
ATD002400,EMP00180,2025-02-15,"Half Day",09:21,12:55
ATD002401,EMP00472,2026-03-21,"Half Day",08:38,12:40
ATD002402,EMP00104,2024-08-10,Present,08:54,17:13
ATD002403,EMP00963,2026-02-01,Present,09:28,18:54
ATD002404,EMP00810,2025-09-03,Present,09:27,17:48
ATD002405,EMP00528,2024-11-04,"Work From Home",09:49,18:10
ATD002406,EMP00792,2024-10-30,Absent,NULL,NULL
ATD002407,EMP00188,2025-06-23,Present,08:32,17:46
ATD002408,EMP00089,2025-01-09,Present,08:47,17:39
ATD002409,EMP00464,2024-09-08,Present,09:00,18:11
ATD002410,EMP00244,2025-12-29,Present,09:23,18:12
ATD002411,EMP00600,2024-11-09,"Work From Home",09:03,17:07
ATD002412,EMP00430,2024-08-18,Present,08:45,17:41
ATD002413,EMP00745,2026-05-29,Absent,NULL,NULL
ATD002414,EMP00042,2025-11-20,Absent,NULL,NULL
ATD002415,EMP00769,2026-02-08,Absent,NULL,NULL
ATD002416,EMP01229,2025-09-02,Present,08:44,18:04
ATD002417,EMP00143,2026-04-07,Absent,NULL,NULL
ATD002418,EMP00118,2025-11-18,Absent,NULL,NULL
ATD002419,EMP00253,2025-01-08,Present,09:17,18:19
ATD002420,EMP00443,2025-06-14,Present,09:17,18:45
ATD002421,EMP00995,2025-03-16,Present,08:31,16:44
ATD002422,EMP01021,2024-08-22,Present,09:20,17:35
ATD002423,EMP00707,2026-03-15,Present,08:40,18:04
ATD002424,EMP00692,2026-07-27,Present,09:14,18:43
ATD002425,EMP01121,2024-08-03,Present,09:14,17:31
ATD002426,EMP00904,2024-08-17,Present,08:52,17:38
ATD002427,EMP01218,2025-08-24,Present,09:30,17:34
ATD002428,EMP00686,2026-03-18,"Half Day",09:20,12:59
ATD002429,EMP00324,2026-05-14,Present,09:32,17:55
ATD002430,EMP00053,2026-07-19,Present,08:35,17:14
ATD002431,EMP00204,2026-04-12,Present,09:07,17:15
ATD002432,EMP00366,2025-10-31,Present,09:03,18:08
ATD002433,EMP00332,2025-12-27,Present,08:37,17:46
ATD002434,EMP00749,2025-11-02,Present,08:50,17:06
ATD002435,EMP00448,2026-05-05,Present,09:40,18:50
ATD002436,EMP00151,2025-08-17,"Work From Home",09:19,18:19
ATD002437,EMP00960,2025-07-23,Present,08:41,17:21
ATD002438,EMP01219,2025-09-18,"Half Day",08:56,13:15
ATD002439,EMP00683,2026-03-24,Present,08:40,17:38
ATD002440,EMP00076,2025-03-07,Present,08:44,17:57
ATD002441,EMP01191,2025-02-17,"Work From Home",09:16,18:00
ATD002442,EMP00178,2026-07-18,Present,08:38,17:13
ATD002443,EMP01060,2026-07-27,Present,09:16,18:36
ATD002444,EMP00649,2025-01-28,Present,09:20,17:42
ATD002445,EMP00994,2025-02-08,Present,08:30,17:27
ATD002446,EMP00354,2026-05-27,Absent,NULL,NULL
ATD002447,EMP01012,2025-12-11,"Work From Home",09:00,17:37
ATD002448,EMP00485,2025-09-19,Present,09:12,17:54
ATD002449,EMP00603,2025-05-31,"Work From Home",09:03,17:29
ATD002450,EMP01170,2026-05-18,Present,08:36,16:37
ATD002451,EMP00556,2025-03-30,Present,08:33,17:33
ATD002452,EMP01095,2025-11-01,Present,09:43,18:43
ATD002453,EMP00730,2025-06-27,Present,08:58,17:36
ATD002454,EMP00229,2024-09-08,"Work From Home",09:50,18:31
ATD002455,EMP00342,2025-05-31,Absent,NULL,NULL
ATD002456,EMP00376,2024-11-07,"Work From Home",09:25,17:32
ATD002457,EMP00550,2025-07-23,Present,09:11,18:21
ATD002458,EMP00233,2026-02-21,Present,09:16,17:52
ATD002459,EMP00548,2025-06-16,Present,08:40,16:47
ATD002460,EMP00210,2025-02-11,Present,09:36,17:55
ATD002461,EMP01005,2024-10-15,Present,09:24,17:33
ATD002462,EMP00234,2026-01-16,Present,08:49,16:50
ATD002463,EMP00696,2024-10-27,Present,08:59,17:48
ATD002464,EMP01077,2025-04-23,"Half Day",09:00,12:30
ATD002465,EMP00038,2025-03-29,Present,08:36,16:44
ATD002466,EMP00911,2026-05-03,"Half Day",08:33,13:02
ATD002467,EMP00608,2024-10-30,Present,09:14,18:27
ATD002468,EMP00540,2025-08-03,Present,09:42,18:57
ATD002469,EMP00568,2025-04-21,Present,08:37,17:43
ATD002470,EMP00686,2025-09-03,Absent,NULL,NULL
ATD002471,EMP00800,2024-08-11,Absent,NULL,NULL
ATD002472,EMP01226,2026-02-23,Absent,NULL,NULL
ATD002473,EMP00442,2025-11-09,Present,08:40,16:45
ATD002474,EMP00015,2024-08-26,"Work From Home",09:55,18:02
ATD002475,EMP01147,2025-04-02,"Work From Home",09:25,17:33
ATD002476,EMP01067,2025-05-05,"Half Day",08:52,12:54
ATD002477,EMP00774,2025-09-14,"Half Day",08:39,13:06
ATD002478,EMP00026,2025-11-04,Present,08:31,17:50
ATD002479,EMP00474,2026-08-05,Present,09:39,18:43
ATD002480,EMP00387,2024-08-19,Present,08:53,17:31
ATD002481,EMP00276,2024-12-31,Present,08:49,17:17
ATD002482,EMP00862,2024-12-01,Present,08:37,17:20
ATD002483,EMP00752,2025-07-07,Present,09:36,18:59
ATD002484,EMP00938,2025-08-29,"Half Day",09:12,13:17
ATD002485,EMP00640,2026-01-23,Present,08:42,17:20
ATD002486,EMP00518,2026-07-12,Present,09:08,17:23
ATD002487,EMP01224,2024-12-04,Present,09:01,17:27
ATD002488,EMP00917,2026-03-15,Present,08:35,16:38
ATD002489,EMP00857,2026-02-20,Present,09:42,18:08
ATD002490,EMP00329,2025-11-04,Present,08:51,17:24
ATD002491,EMP00255,2026-07-24,Present,09:37,18:32
ATD002492,EMP00478,2026-04-21,Present,08:51,17:53
ATD002493,EMP00031,2025-05-22,"Work From Home",09:06,17:14
ATD002494,EMP00073,2025-05-05,"Half Day",09:06,12:53
ATD002495,EMP00326,2026-04-18,Present,09:12,18:28
ATD002496,EMP00547,2026-02-22,Absent,NULL,NULL
ATD002497,EMP00021,2026-04-10,Present,09:26,18:38
ATD002498,EMP00304,2026-05-27,"Half Day",09:23,13:12
ATD002499,EMP01029,2026-05-02,Present,09:37,18:37
ATD002500,EMP00044,2026-05-31,Present,08:51,17:50
ATD002501,EMP00064,2024-11-10,Present,08:57,17:53
ATD002502,EMP00724,2025-09-11,"Work From Home",09:56,18:36
ATD002503,EMP00320,2026-02-22,"Half Day",08:33,13:00
ATD002504,EMP01167,2024-08-06,Present,09:19,18:47
ATD002505,EMP00854,2025-09-29,Present,08:37,17:14
ATD002506,EMP01202,2025-10-14,Absent,NULL,NULL
ATD002507,EMP01199,2024-11-17,Absent,NULL,NULL
ATD002508,EMP00261,2025-12-13,Absent,NULL,NULL
ATD002509,EMP00143,2025-09-20,Present,08:41,18:04
ATD002510,EMP00027,2024-10-20,"Work From Home",09:28,18:25
ATD002511,EMP00245,2024-10-29,Present,09:17,18:44
ATD002512,EMP00837,2025-09-09,Present,08:46,17:51
ATD002513,EMP00278,2024-11-26,Present,09:38,18:10
ATD002514,EMP00732,2026-03-19,"Work From Home",09:05,17:32
ATD002515,EMP00590,2026-07-29,"Work From Home",09:26,17:44
ATD002516,EMP00830,2026-01-30,Present,08:32,16:54
ATD002517,EMP00668,2026-07-24,Present,09:44,18:27
ATD002518,EMP00892,2026-03-03,Present,08:57,17:42
ATD002519,EMP00002,2025-09-11,Absent,NULL,NULL
ATD002520,EMP00684,2026-04-12,"Work From Home",09:50,17:50
ATD002521,EMP01176,2024-08-25,Present,09:14,17:53
ATD002522,EMP00428,2026-03-07,Absent,NULL,NULL
ATD002523,EMP00490,2026-03-24,Present,08:41,16:43
ATD002524,EMP01102,2026-05-05,"Half Day",09:19,13:22
ATD002525,EMP00025,2024-12-10,Present,09:10,18:13
ATD002526,EMP01171,2026-05-06,"Work From Home",09:14,17:37
ATD002527,EMP00956,2026-07-13,"Work From Home",09:48,18:05
ATD002528,EMP00075,2026-04-27,Present,09:06,17:24
ATD002529,EMP00784,2026-05-25,"Work From Home",09:51,18:23
ATD002530,EMP00969,2026-06-03,Present,08:36,18:01
ATD002531,EMP00046,2026-07-03,Absent,NULL,NULL
ATD002532,EMP00319,2025-12-13,Absent,NULL,NULL
ATD002533,EMP00792,2025-06-15,Present,08:38,17:27
ATD002534,EMP01091,2026-03-28,Present,08:43,16:43
ATD002535,EMP00980,2026-01-30,Present,08:48,16:56
ATD002536,EMP00886,2026-06-17,"Work From Home",09:57,18:15
ATD002537,EMP01117,2025-06-25,Present,08:32,17:24
ATD002538,EMP00256,2025-10-16,Present,08:42,17:49
ATD002539,EMP01079,2024-10-18,"Work From Home",09:23,18:07
ATD002540,EMP00113,2026-02-02,Absent,NULL,NULL
ATD002541,EMP00266,2026-06-10,Present,08:58,17:27
ATD002542,EMP01018,2024-09-10,Present,09:37,18:01
ATD002543,EMP00769,2026-02-19,Present,09:13,18:13
ATD002544,EMP00203,2025-12-20,Absent,NULL,NULL
ATD002545,EMP00879,2025-06-28,"Work From Home",09:05,17:15
ATD002546,EMP00335,2025-05-07,Absent,NULL,NULL
ATD002547,EMP00422,2026-01-19,"Work From Home",09:25,17:35
ATD002548,EMP00841,2024-12-14,Absent,NULL,NULL
ATD002549,EMP01088,2025-11-11,"Work From Home",09:34,17:59
ATD002550,EMP01069,2025-07-12,"Half Day",08:31,12:37
ATD002551,EMP00524,2025-07-13,Present,09:05,17:35
ATD002552,EMP00677,2026-07-01,Present,09:07,17:58
ATD002553,EMP00308,2024-11-15,"Half Day",08:40,12:22
ATD002554,EMP00235,2025-04-05,Absent,NULL,NULL
ATD002555,EMP00127,2026-08-07,Absent,NULL,NULL
ATD002556,EMP00774,2025-07-17,"Half Day",09:16,13:24
ATD002557,EMP00763,2025-12-09,Absent,NULL,NULL
ATD002558,EMP00875,2026-02-27,Present,08:57,17:19
ATD002559,EMP00653,2026-04-06,Present,08:55,16:55
ATD002560,EMP00974,2025-09-27,Present,08:40,16:45
ATD002561,EMP00926,2025-10-29,Present,09:24,17:37
ATD002562,EMP00261,2025-11-09,"Work From Home",09:22,18:15
ATD002563,EMP00470,2025-05-19,Present,08:56,17:14
ATD002564,EMP00044,2026-01-22,"Work From Home",09:00,17:24
ATD002565,EMP00371,2024-12-19,Present,09:29,18:01
ATD002566,EMP00832,2024-10-17,Present,08:30,17:34
ATD002567,EMP00201,2026-07-04,Present,09:38,18:55
ATD002568,EMP00146,2026-02-20,Absent,NULL,NULL
ATD002569,EMP00310,2025-05-31,Absent,NULL,NULL
ATD002570,EMP01174,2025-06-19,Absent,NULL,NULL
ATD002571,EMP00959,2025-12-25,Absent,NULL,NULL
ATD002572,EMP00378,2026-04-13,Present,08:59,18:00
ATD002573,EMP00400,2025-03-12,Absent,NULL,NULL
ATD002574,EMP00788,2025-07-23,"Work From Home",09:39,17:52
ATD002575,EMP00195,2026-07-30,"Work From Home",09:51,18:06
ATD002576,EMP00661,2025-08-29,Present,09:20,17:30
ATD002577,EMP00854,2025-06-29,Present,08:35,18:00
ATD002578,EMP00523,2025-08-08,Present,09:04,18:25
ATD002579,EMP00391,2026-02-27,Present,08:59,17:58
ATD002580,EMP00387,2024-09-12,Present,08:38,17:10
ATD002581,EMP01196,2025-10-16,Present,08:39,17:53
ATD002582,EMP00520,2024-09-24,Present,08:47,17:34
ATD002583,EMP00414,2024-10-24,Absent,NULL,NULL
ATD002584,EMP01015,2024-12-12,Present,09:29,17:37
ATD002585,EMP00547,2025-02-19,"Half Day",09:16,13:03
ATD002586,EMP00660,2026-08-04,"Work From Home",09:23,18:20
ATD002587,EMP00665,2025-09-03,"Work From Home",09:22,18:20
ATD002588,EMP00050,2026-01-25,Present,08:48,18:18
ATD002589,EMP00659,2026-01-30,Present,09:10,18:37
ATD002590,EMP01198,2026-05-12,Present,09:30,18:34
ATD002591,EMP01045,2024-12-21,Present,08:57,17:27
ATD002592,EMP00669,2025-12-11,Absent,NULL,NULL
ATD002593,EMP01017,2025-05-14,Present,09:12,17:20
ATD002594,EMP00530,2026-07-18,Absent,NULL,NULL
ATD002595,EMP00804,2025-11-26,"Work From Home",09:03,17:55
ATD002596,EMP00166,2026-06-26,Present,09:02,18:31
ATD002597,EMP01136,2024-10-19,Absent,NULL,NULL
ATD002598,EMP01147,2026-07-06,Absent,NULL,NULL
ATD002599,EMP00444,2025-07-16,Absent,NULL,NULL
ATD002600,EMP00225,2026-03-11,Present,08:48,17:35
ATD002601,EMP01174,2025-12-18,"Work From Home",09:53,18:32
ATD002602,EMP00040,2026-02-28,"Work From Home",09:00,17:03
ATD002603,EMP00102,2025-11-07,Present,08:47,17:38
ATD002604,EMP00813,2025-02-06,Present,09:32,19:02
ATD002605,EMP00224,2025-06-21,Present,09:29,18:15
ATD002606,EMP00738,2024-08-29,Present,08:34,16:38
ATD002607,EMP00467,2025-11-12,Present,09:30,17:37
ATD002608,EMP01145,2024-10-19,Present,09:45,18:14
ATD002609,EMP00311,2024-11-07,Present,09:44,19:09
ATD002610,EMP00058,2026-04-12,Present,08:39,16:58
ATD002611,EMP00323,2026-02-23,Present,09:44,19:05
ATD002612,EMP01039,2026-04-16,"Work From Home",09:12,17:59
ATD002613,EMP00499,2026-02-19,Present,09:39,17:54
ATD002614,EMP01163,2026-03-24,"Work From Home",09:09,17:42
ATD002615,EMP00425,2026-03-06,Present,09:07,18:35
ATD002616,EMP00812,2026-04-13,Present,09:16,18:42
ATD002617,EMP01229,2026-05-04,Present,09:41,17:42
ATD002618,EMP00502,2024-12-04,Absent,NULL,NULL
ATD002619,EMP00943,2025-12-17,Present,08:48,16:53
ATD002620,EMP01074,2026-06-16,Absent,NULL,NULL
ATD002621,EMP01200,2024-09-18,Absent,NULL,NULL
ATD002622,EMP00788,2024-12-16,"Work From Home",09:06,17:56
ATD002623,EMP00051,2025-11-16,Present,08:34,17:00
ATD002624,EMP00180,2025-12-30,Absent,NULL,NULL
ATD002625,EMP00694,2025-04-22,Present,08:52,17:11
ATD002626,EMP00953,2025-07-24,Present,08:46,16:50
ATD002627,EMP00676,2025-07-13,"Work From Home",09:35,17:41
ATD002628,EMP00753,2026-02-25,"Half Day",09:22,13:00
ATD002629,EMP00026,2025-08-28,"Work From Home",09:10,17:14
ATD002630,EMP00715,2025-06-03,"Half Day",09:14,12:52
ATD002631,EMP00878,2026-05-18,Present,09:39,19:01
ATD002632,EMP01189,2025-11-23,"Work From Home",09:41,17:57
ATD002633,EMP00168,2025-01-29,Absent,NULL,NULL
ATD002634,EMP01115,2024-09-29,Present,08:58,18:02
ATD002635,EMP00254,2025-11-03,Present,09:03,17:36
ATD002636,EMP00672,2026-08-01,Present,08:34,17:47
ATD002637,EMP00669,2024-12-04,"Work From Home",09:23,18:08
ATD002638,EMP00558,2026-01-06,Present,08:47,17:51
ATD002639,EMP00830,2026-04-28,Present,09:15,17:30
ATD002640,EMP01135,2026-04-07,"Half Day",09:04,12:46
ATD002641,EMP00240,2025-08-25,Present,09:41,18:19
ATD002642,EMP00204,2024-09-28,Present,09:45,18:07
ATD002643,EMP00201,2026-05-21,Present,09:30,18:58
ATD002644,EMP00809,2026-07-23,Present,09:06,18:13
ATD002645,EMP00110,2025-05-14,Absent,NULL,NULL
ATD002646,EMP00221,2026-05-17,Absent,NULL,NULL
ATD002647,EMP00832,2026-01-27,Present,09:39,18:31
ATD002648,EMP00125,2025-02-02,Present,08:38,17:45
ATD002649,EMP01047,2025-04-16,Present,09:08,18:36
ATD002650,EMP00407,2024-11-27,Present,09:02,18:08
ATD002651,EMP01108,2026-02-18,"Work From Home",09:26,18:07
ATD002652,EMP00965,2025-03-30,"Work From Home",09:35,18:17
ATD002653,EMP00751,2024-09-15,Present,08:54,17:14
ATD002654,EMP00232,2024-08-15,Present,08:52,18:20
ATD002655,EMP00152,2026-05-22,Present,09:01,17:22
ATD002656,EMP00116,2025-09-07,Present,08:36,17:48
ATD002657,EMP00863,2026-05-28,"Work From Home",09:21,17:58
ATD002658,EMP00750,2025-12-30,Absent,NULL,NULL
ATD002659,EMP00113,2025-01-11,Present,08:50,17:49
ATD002660,EMP00212,2025-09-04,Absent,NULL,NULL
ATD002661,EMP01148,2026-07-24,Present,09:22,18:50
ATD002662,EMP00912,2026-05-06,Present,08:46,17:07
ATD002663,EMP00051,2026-05-05,Present,09:35,18:20
ATD002664,EMP01077,2026-06-03,"Work From Home",09:20,17:30
ATD002665,EMP00698,2026-06-19,"Work From Home",09:21,18:15
ATD002666,EMP01117,2024-10-10,Present,09:31,18:39
ATD002667,EMP00776,2026-07-02,Present,08:45,18:08
ATD002668,EMP00373,2025-02-11,Present,09:12,18:36
ATD002669,EMP00655,2025-03-24,Present,09:19,17:53
ATD002670,EMP00342,2025-05-26,Present,08:55,17:03
ATD002671,EMP00656,2025-04-20,Present,08:34,16:47
ATD002672,EMP00913,2026-01-21,Present,08:39,18:02
ATD002673,EMP00057,2026-03-30,Absent,NULL,NULL
ATD002674,EMP00831,2025-09-27,Absent,NULL,NULL
ATD002675,EMP00210,2025-10-15,Present,09:00,18:16
ATD002676,EMP00561,2026-06-24,"Half Day",09:09,12:59
ATD002677,EMP01014,2025-01-02,Present,09:36,18:31
ATD002678,EMP00458,2025-03-02,"Half Day",08:53,13:07
ATD002679,EMP00769,2025-05-28,Present,08:41,16:51
ATD002680,EMP00798,2026-07-24,Absent,NULL,NULL
ATD002681,EMP00756,2025-01-31,Absent,NULL,NULL
ATD002682,EMP01201,2026-07-30,Present,09:10,17:47
ATD002683,EMP01082,2025-05-30,"Work From Home",09:21,18:17
ATD002684,EMP00994,2025-05-04,Present,08:34,17:44
ATD002685,EMP00614,2024-09-16,"Work From Home",09:01,17:58
ATD002686,EMP00571,2026-01-11,Present,08:58,17:32
ATD002687,EMP00063,2025-09-24,Present,08:37,17:42
ATD002688,EMP00313,2025-07-29,Absent,NULL,NULL
ATD002689,EMP00532,2025-10-02,"Work From Home",09:20,18:02
ATD002690,EMP00755,2024-08-22,Present,09:43,18:13
ATD002691,EMP00926,2024-09-28,Present,08:55,18:01
ATD002692,EMP00033,2025-12-31,Present,09:15,17:56
ATD002693,EMP00971,2026-03-26,"Work From Home",09:26,18:19
ATD002694,EMP00550,2025-08-15,Present,08:40,17:31
ATD002695,EMP01061,2026-06-01,Present,08:52,17:47
ATD002696,EMP00634,2025-04-22,Absent,NULL,NULL
ATD002697,EMP00315,2026-02-08,Present,08:33,16:43
ATD002698,EMP01031,2024-12-28,"Half Day",09:28,13:31
ATD002699,EMP00351,2026-03-27,Present,09:22,17:59
ATD002700,EMP00774,2026-03-20,Present,08:36,17:15
ATD002701,EMP01081,2025-12-21,Present,09:02,17:19
ATD002702,EMP00111,2026-07-03,Present,09:15,17:56
ATD002703,EMP01071,2025-02-26,Present,08:36,17:42
ATD002704,EMP00597,2026-01-12,Absent,NULL,NULL
ATD002705,EMP00988,2025-10-06,"Work From Home",09:28,17:36
ATD002706,EMP00225,2025-07-01,Present,09:05,18:32
ATD002707,EMP00817,2025-01-28,"Work From Home",09:43,18:08
ATD002708,EMP00190,2025-01-31,Present,08:57,17:55
ATD002709,EMP00281,2025-05-15,"Work From Home",09:16,17:17
ATD002710,EMP00022,2025-06-19,Present,08:43,17:52
ATD002711,EMP00661,2026-08-02,Absent,NULL,NULL
ATD002712,EMP00211,2025-12-18,Present,08:44,17:25
ATD002713,EMP00193,2025-11-28,"Work From Home",09:15,17:45
ATD002714,EMP00199,2024-12-10,Present,08:31,16:34
ATD002715,EMP01007,2024-12-03,Present,09:21,18:22
ATD002716,EMP00266,2026-01-08,Present,09:38,18:20
ATD002717,EMP00475,2026-01-04,"Work From Home",09:46,18:40
ATD002718,EMP00086,2024-12-11,Present,08:34,16:50
ATD002719,EMP00094,2025-11-20,Present,08:59,17:15
ATD002720,EMP00870,2025-08-24,Present,08:50,17:56
ATD002721,EMP00457,2025-11-19,"Work From Home",09:03,18:02
ATD002722,EMP00973,2025-05-18,"Work From Home",09:24,18:05
