salary_id,employee_id,basic_salary,bonus,deductions,net_salary,Pay_Date
SAL003282,EMP00695,136939.15,1422.77,10386.57,127975.35,2026-07-26
SAL003283,EMP00017,134253.92,1922.67,4986.72,131189.87,2024-08-12
SAL003284,EMP01113,30519.75,13700.24,14012.6,30207.39,2026-05-02
SAL003285,EMP00315,116708.2,10755.03,14381.52,113081.71,2026-07-13
SAL003286,EMP00150,143373.66,6260.43,5098.92,144535.17,2025-12-09
SAL003287,EMP00921,64725.44,15684.82,1564.41,78845.85,2025-08-17
SAL003288,EMP00559,78382.75,10234.93,6259.66,82358.02,2026-04-11
SAL003289,EMP00676,24962.07,12333.51,6993.75,30301.83,2026-03-01
SAL003290,EMP00896,137853.12,3530.14,3140.16,138243.1,2026-07-21
SAL003291,EMP00323,129896.28,5327.94,4308.15,130916.07,2025-08-23
SAL003292,EMP00321,87242.3,9277.15,7192.83,89326.62,2025-11-21
SAL003293,EMP01222,109464.25,7390.08,11453.75,105400.58,2025-06-20
SAL003294,EMP01109,46095.06,7629.3,9873.45,43850.91,2025-02-06
SAL003295,EMP00025,129620.07,4431.39,14238.9,119812.56,2025-03-12
SAL003296,EMP01132,116275.51,9812.39,8795.68,117292.22,2025-02-19
SAL003297,EMP01005,91376.43,15268.81,9356.41,97288.83,2025-03-05
SAL003298,EMP00463,108493.77,12090.62,4386.02,116198.37,2025-12-01
SAL003299,EMP00691,115302.39,5306.79,12557.27,108051.91,2025-08-17
SAL003300,EMP00702,44366.41,11575.68,14440.79,41501.3,2026-04-06
SAL003301,EMP00290,49214.76,15764.16,3323.06,61655.86,2024-12-22
SAL003302,EMP00734,31665.9,14886.53,10065.9,36486.53,2025-07-20
SAL003303,EMP00044,118579.49,18850.27,13507.34,123922.42,2025-12-14
SAL003304,EMP01001,90082.3,15100.14,1887.28,103295.16,2026-05-27
SAL003305,EMP00494,94656.27,17022.46,3292.24,108386.49,2025-11-14
SAL003306,EMP01049,89121.96,9706.17,9662.73,89165.4,2024-11-15
SAL003307,EMP01222,105891.75,9584.09,7532.49,107943.35,2025-11-10
SAL003308,EMP00024,104705.62,16252.47,11138.24,109819.85,2026-07-23
SAL003309,EMP00814,132359.57,6211.56,7948.64,130622.49,2026-07-17
SAL003310,EMP00193,53756.89,3831.54,14192.75,43395.68,2025-01-03
SAL003311,EMP00638,31022.23,1710.08,11531.8,21200.51,2026-05-09
SAL003312,EMP00032,95877.32,4869.51,5302.2,95444.63,2026-05-16
SAL003313,EMP00658,56117.19,3230.63,13371.36,45976.46,2024-11-29
SAL003314,EMP01107,96686.75,15516.1,4948.31,107254.54,2025-12-08
SAL003315,EMP00570,25764.43,16414.65,11685.01,30494.07,2025-07-04
SAL003316,EMP00912,99202.72,15041.96,9016.79,105227.89,2026-01-29
SAL003317,EMP00575,20263.3,16046.6,7943.48,28366.42,2026-04-11
SAL003318,EMP00817,116195.5,4537,1492.28,119240.22,2025-09-25
SAL003319,EMP00842,69944.06,16196.07,3634.06,82506.07,2025-08-21
SAL003320,EMP01181,91014.34,16255.79,11787.71,95482.42,2026-03-18
SAL003321,EMP00378,118196.41,6318.98,6566.8,117948.59,2025-03-19
SAL003322,EMP00760,28190.74,10648.86,8925.21,29914.39,2025-03-18
SAL003323,EMP01112,79590.05,15328.4,5614.56,89303.89,2025-07-10
SAL003324,EMP00115,115620.02,19782.33,13319.32,122083.03,2025-06-26
SAL003325,EMP01060,108634.84,18949.1,13938.26,113645.68,2025-09-27
SAL003326,EMP00723,110464.44,14419.66,3383.43,121500.67,2025-10-29
SAL003327,EMP00526,109237.42,9316.04,5678.54,112874.92,2024-11-10
SAL003328,EMP01144,133166.07,6046.53,8083.74,131128.86,2025-12-04
SAL003329,EMP00101,145296.5,6309.65,10820.34,140785.81,2026-05-27
SAL003330,EMP01038,122470.78,12017.82,8312.19,126176.41,2026-05-15
SAL003331,EMP00892,62026.2,4121.11,1184.2,64963.11,2025-10-31
SAL003332,EMP00430,32793.92,14134.44,14072.07,32856.29,2024-10-04
SAL003333,EMP00618,127475.1,6261.62,13024.33,120712.39,2026-02-04
SAL003334,EMP00736,95836.34,15204.59,11213.81,99827.12,2025-07-29
SAL003335,EMP00828,121937.14,12684.22,12480.75,122140.61,2024-08-21
SAL003336,EMP00463,140711.08,15307.34,11987.85,144030.57,2025-01-28
SAL003337,EMP00537,136110.66,7169.03,6372,136907.69,2024-09-13
SAL003338,EMP00852,82734.79,8942.56,14002.45,77674.9,2025-03-15
SAL003339,EMP01037,68816.81,1512.07,11265.08,59063.8,2026-01-16
SAL003340,EMP00785,60938.95,1536.08,8352.88,54122.15,2025-03-11
SAL003341,EMP01052,103506.62,10297.17,9213.23,104590.56,2025-02-25
SAL003342,EMP00685,56572.42,7853.9,3593.13,60833.19,2026-05-17
SAL003343,EMP00661,56761.17,3499.58,3980.35,56280.4,2024-12-03
SAL003344,EMP01094,105554.83,8084.38,4132.91,109506.3,2026-07-28
SAL003345,EMP00501,73154.66,16783.16,14534.35,75403.47,2025-09-19
SAL003346,EMP00416,71249.02,1134.83,4616.04,67767.81,2026-04-19
SAL003347,EMP00622,143556.34,18905.09,5377.98,157083.45,2025-07-09
SAL003348,EMP00777,71169.53,17982.82,6933.33,82219.02,2024-08-25
SAL003349,EMP00310,47554.45,10309.51,6759.37,51104.59,2025-09-03
SAL003350,EMP01185,125457.38,17115.71,9733.49,132839.6,2024-11-09
SAL003351,EMP00723,21778.33,6255.75,3949.6,24084.48,2025-12-08
SAL003352,EMP01129,101940.2,15427.45,6401.89,110965.76,2026-04-04
SAL003353,EMP00702,148887.96,10868.93,11135.91,148620.98,2025-04-06
SAL003354,EMP00598,100714.57,5052.17,1569.46,104197.28,2026-03-15
SAL003355,EMP00235,94225.75,18161.93,5105.36,107282.32,2025-07-18
SAL003356,EMP00035,89001.51,11850.13,2888.66,97962.98,2025-12-05
SAL003357,EMP00928,63058.74,19453.86,11585.27,70927.33,2024-10-20
SAL003358,EMP00223,74923.68,8547.26,8744.5,74726.44,2024-09-12
SAL003359,EMP00463,88418.2,1703.51,3113.24,87008.47,2026-07-03
SAL003360,EMP01216,147977.19,16450.07,7229.43,157197.83,2025-04-22
SAL003361,EMP00625,86475.03,3121.92,4097.08,85499.87,2025-04-22
SAL003362,EMP00206,130868.57,3432.37,7197.11,127103.83,2025-08-07
SAL003363,EMP01087,126082.35,11514.78,12544.7,125052.43,2025-08-06
SAL003364,EMP01188,64684.67,7873.38,9397.02,63161.03,2024-11-29
SAL003365,EMP00139,81360,18963.9,2278.36,98045.54,2025-08-09
SAL003366,EMP00528,77140.13,17416.09,5597.9,88958.32,2024-10-08
SAL003367,EMP00728,139245.47,6675.15,1924.43,143996.19,2026-04-06
SAL003368,EMP00167,28026.4,19648.9,8627.5,39047.8,2024-12-03
SAL003369,EMP01062,99853.62,7130.53,14040.43,92943.72,2025-09-16
SAL003370,EMP00684,115226.69,7649.97,5173.49,117703.17,2025-08-28
SAL003371,EMP00914,120648.36,19866.22,10094.24,130420.34,2026-05-15
SAL003372,EMP00107,110416.9,19199.04,2952.26,126663.68,2025-03-01
SAL003373,EMP00108,34555.04,13778.55,2723.42,45610.17,2026-02-21
SAL003374,EMP00577,47172.35,7580.56,8011.57,46741.34,2025-04-18
SAL003375,EMP00661,30249.61,12310.07,10004.3,32555.38,2025-12-19
SAL003376,EMP01127,109680.31,17313.89,7721.87,119272.33,2025-05-17
SAL003377,EMP00127,45190.3,7182.88,6499.93,45873.25,2025-08-09
SAL003378,EMP00867,77136.38,18428.94,14105.51,81459.81,2026-02-19
SAL003379,EMP00710,27777.41,18345.56,1920.48,44202.49,2025-06-09
SAL003380,EMP00567,62824.95,6406.61,2310.24,66921.32,2025-12-09
SAL003381,EMP00645,91310.04,4970.55,7821.23,88459.36,2025-02-06
SAL003382,EMP00388,81642.68,1252.84,13788.19,69107.33,2026-01-25
SAL003383,EMP00719,119952.15,13073.38,1650.69,131374.84,2025-08-23
SAL003384,EMP00866,31742.98,13731.22,6799.3,38674.9,2026-04-22
SAL003385,EMP00985,29498.12,6619.87,7128.48,28989.51,2024-10-22
SAL003386,EMP01218,30480.68,6962.72,1231.49,36211.91,2026-02-06
SAL003387,EMP00802,76076.26,5814.98,1028.46,80862.78,2024-11-27
SAL003388,EMP01207,127609.08,18798.64,5729.31,140678.41,2025-01-16
SAL003389,EMP00832,69365.12,1879.96,1796.83,69448.25,2024-09-27
SAL003390,EMP00937,38294.51,14004.35,13850.42,38448.44,2025-11-10
SAL003391,EMP01069,50890.41,7053.8,2527.57,55416.64,2025-08-20
SAL003392,EMP00719,149942.99,13114.77,5490.1,157567.66,2025-03-09
SAL003393,EMP00924,67209.41,14905.54,4334.69,77780.26,2025-11-13
SAL003394,EMP00134,69509.73,4277.45,1536.57,72250.61,2024-12-15
SAL003395,EMP00747,101711.4,8974.83,1673.46,109012.77,2025-08-26
SAL003396,EMP00646,66404.51,14470.9,13903.75,66971.66,2024-10-11
SAL003397,EMP00421,73384.83,9995.12,2020.87,81359.08,2024-11-13
SAL003398,EMP01206,51191.01,18990.86,13977.3,56204.57,2026-05-24
SAL003399,EMP01114,29850.14,4483.44,5780.93,28552.65,2026-06-19
SAL003400,EMP00619,75447.9,12020.93,4466.28,83002.55,2026-03-04
SAL003401,EMP00444,127242.53,3722.02,4658.47,126306.08,2025-11-20
SAL003402,EMP01221,148274.67,1877.92,3126.2,147026.39,2026-01-21
SAL003403,EMP01069,129343.3,14107,10256.71,133193.59,2025-07-23
SAL003404,EMP01199,46072.46,13795.21,1716.78,58150.89,2025-03-05
SAL003405,EMP00916,59187.52,12632.92,8123.97,63696.47,2025-02-19
SAL003406,EMP00169,64847,10066.27,14563.51,60349.76,2025-06-09
SAL003407,EMP00164,54358.83,15524.3,11784.09,58099.04,2024-11-25
SAL003408,EMP00411,101334.83,13052.08,11427.08,102959.83,2025-05-31
SAL003409,EMP01068,48211.81,8246.15,2454.24,54003.72,2024-08-20
SAL003410,EMP00485,40183.99,19721.97,4332.55,55573.41,2024-11-19
SAL003411,EMP00496,21782.97,16174.24,9505.46,28451.75,2026-01-05
SAL003412,EMP00524,74839.88,4509.13,6706.74,72642.27,2025-04-10
SAL003413,EMP00097,81121.63,19255.42,12095.27,88281.78,2025-09-03
SAL003414,EMP00802,64179.93,14340.57,11316.8,67203.7,2025-12-11
SAL003415,EMP00069,82551.42,13975.22,4146.11,92380.53,2024-10-31
SAL003416,EMP00941,117027.86,12337.7,13511.18,115854.38,2025-12-16
SAL003417,EMP01069,96962.92,4560.2,4372.14,97150.98,2026-03-05
SAL003418,EMP00407,110363.26,14016.43,7534.32,116845.37,2025-07-30
SAL003419,EMP00214,86475.11,15070.41,2708.56,98836.96,2025-09-01
SAL003420,EMP00588,44038.29,9905.25,14417.41,39526.13,2025-07-18
SAL003421,EMP00266,127494.4,6732.22,8907.75,125318.87,2026-04-11
SAL003422,EMP00825,98158.71,2379.98,8222.51,92316.18,2025-06-07
SAL003423,EMP00650,68445.07,19445.55,13984.46,73906.16,2025-05-20
SAL003424,EMP00552,113505.96,9551.81,1772.94,121284.83,2025-11-06
SAL003425,EMP00672,124488.74,3795,14656.76,113626.98,2024-08-28
SAL003426,EMP00523,20172.42,7312.19,5543,21941.61,2026-06-28
SAL003427,EMP00983,47723.43,4113.04,7720.97,44115.5,2024-08-25
SAL003428,EMP00308,86844.93,2152.08,14476.25,74520.76,2025-03-19
SAL003429,EMP00704,53337.12,2397.66,10171.82,45562.96,2026-02-04
SAL003430,EMP01121,83333.87,1435.24,4562.59,80206.52,2026-07-14
SAL003431,EMP01150,73695.41,7005.83,3340.74,77360.5,2025-10-20
SAL003432,EMP00755,75536.14,8517.04,12445.74,71607.44,2026-07-11
SAL003433,EMP00225,64570.98,1858.43,9272.72,57156.69,2025-11-08
SAL003434,EMP00153,21045.86,9131.48,10235.28,19942.06,2025-12-16
SAL003435,EMP01031,24993.01,13712.89,13683.91,25021.99,2025-08-27
SAL003436,EMP00657,28491.61,7915.93,4288.61,32118.93,2025-11-29
SAL003437,EMP00869,138347.23,14762.44,13411.34,139698.33,2025-11-26
SAL003438,EMP00082,90193.72,6157.54,9295.25,87056.01,2025-02-07
SAL003439,EMP00762,52746.18,18215.51,5426.12,65535.57,2024-10-31
SAL003440,EMP01155,76871.13,12324.7,4746.98,84448.85,2025-05-14
SAL003441,EMP00392,30163.03,6442.21,7667.45,28937.79,2025-11-28
SAL003442,EMP00323,76729.31,1661.49,4727.73,73663.07,2025-04-15
SAL003443,EMP00284,141276.82,19506.21,1298.25,159484.78,2025-08-15
SAL003444,EMP00342,89747.66,15347.91,13195.78,91899.79,2025-03-27
SAL003445,EMP00054,100229.52,18147.49,9924.83,108452.18,2026-07-29
SAL003446,EMP00035,114827.62,11745.25,6534.27,120038.6,2024-08-27
SAL003447,EMP01061,107537.23,7742.63,12427.42,102852.44,2024-10-27
SAL003448,EMP00896,32588.19,17374.79,3905.88,46057.1,2025-12-22
SAL003449,EMP00754,93149.69,13551.89,2761.27,103940.31,2024-08-29
SAL003450,EMP00137,93413.24,7512.66,8112.51,92813.39,2025-12-15
SAL003451,EMP00325,83630.71,11695.92,2413.03,92913.6,2025-02-13
SAL003452,EMP00552,135412.76,4040.6,11105.27,128348.09,2026-02-08
SAL003453,EMP00943,86346.53,10108.96,7132.26,89323.23,2024-09-10
SAL003454,EMP00543,138429.97,8345.21,5888.34,140886.84,2025-09-05
SAL003455,EMP00673,107533.49,5324.1,1227.18,111630.41,2025-02-08
SAL003456,EMP00931,108523.9,8071.52,1983.73,114611.69,2026-06-20
SAL003457,EMP00328,124216.67,9191.18,10513.19,122894.66,2025-05-13
SAL003458,EMP00069,113410.06,10663.96,11569.61,112504.41,2026-06-07
SAL003459,EMP00194,134209.65,7584.49,11661.8,130132.34,2026-04-19
SAL003460,EMP00667,121381.89,3428.35,12058.1,112752.14,2025-04-13
SAL003461,EMP00629,111361.05,11438.12,11267.29,111531.88,2026-06-20
SAL003462,EMP00615,124748.93,17477.95,2705.73,139521.15,2025-06-20
SAL003463,EMP01089,24584.95,19668.64,8780.42,35473.17,2025-02-04
SAL003464,EMP00451,80778.14,9121.92,13908.93,75991.13,2025-01-10
SAL003465,EMP01214,26853.74,5097.47,2897.01,29054.2,2025-12-05
SAL003466,EMP00650,138124.25,17239.38,2625.84,152737.79,2024-12-06
SAL003467,EMP00003,100568.05,5482.92,14768.8,91282.17,2026-04-28
SAL003468,EMP00423,119895.79,3608.76,6731.78,116772.77,2025-12-12
SAL003469,EMP00036,41050.81,8087.4,7738.78,41399.43,2024-09-09
SAL003470,EMP00457,37939.86,6276.37,6705.14,37511.09,2025-04-06
SAL003471,EMP00660,64117.34,13705.62,11924.17,65898.79,2026-04-04
SAL003472,EMP00483,82452.91,17734.34,8307.18,91880.07,2026-02-04
SAL003473,EMP00998,36523.44,12267.7,8786.76,40004.38,2024-09-05
SAL003474,EMP00394,64226.51,19942.5,1283.97,82885.04,2025-02-21
SAL003475,EMP01164,66650.86,12654.74,3569.99,75735.61,2026-04-05
SAL003476,EMP01140,98884.7,11115.39,14093.14,95906.95,2024-10-12
SAL003477,EMP00910,123010.69,15056.61,5416.91,132650.39,2024-09-12
SAL003478,EMP00455,36368.54,11058.41,7799.11,39627.84,2025-10-19
SAL003479,EMP01179,27132.52,3465.04,12354.04,18243.52,2025-05-11
SAL003480,EMP01098,53531.92,3769.97,3802.07,53499.82,2024-12-19
SAL003481,EMP00815,24692.91,13296.84,6417.81,31571.94,2026-05-25
SAL003482,EMP00201,69133.4,15058.54,8812.08,75379.86,2025-05-09
SAL003483,EMP00922,20688.59,2355.63,12032.92,11011.3,2025-10-08
SAL003484,EMP00659,113067.76,8889.9,12522.59,109435.07,2025-08-24
SAL003485,EMP00301,107699.65,14048.38,9774.64,111973.39,2025-09-22
SAL003486,EMP00425,38389.26,12403.2,1167.51,49624.95,2025-06-10
SAL003487,EMP00245,91789.67,1879.08,14978.99,78689.76,2026-01-17
SAL003488,EMP00796,81039.33,14719.22,3202.32,92556.23,2025-05-02
SAL003489,EMP00441,139576.55,18366.51,11007.57,146935.49,2025-02-27
SAL003490,EMP01229,130346.05,2839.47,8994.65,124190.87,2024-09-19
SAL003491,EMP00682,111672.12,7011.54,12742.98,105940.68,2026-02-05
SAL003492,EMP00002,103439.04,11044.25,3647.86,110835.43,2026-02-01
SAL003493,EMP00756,58313.04,18325.8,6193.64,70445.2,2025-11-21
SAL003494,EMP00864,55146.26,17096.16,7846.04,64396.38,2025-04-12
SAL003495,EMP00830,98994.37,9087.78,2357.55,105724.6,2026-06-16
SAL003496,EMP00380,135124.51,4364.6,13382.64,126106.47,2024-08-17
SAL003497,EMP01056,112943.33,4612.43,3177.7,114378.06,2025-05-05
SAL003498,EMP00017,117971.48,7020.41,4971.96,120019.93,2026-04-14
SAL003499,EMP00751,132570.07,9676.59,8793.82,133452.84,2025-01-07
SAL003500,EMP01065,124420.37,14675.71,11715.34,127380.74,2026-04-25
SAL003501,EMP00958,140010.09,2729.44,3088.77,139650.76,2024-12-19
SAL003502,EMP00584,46253.1,15704.83,14450.32,47507.61,2026-06-09
SAL003503,EMP00735,82146.38,3641.98,14500.9,71287.46,2025-06-09
SAL003504,EMP00543,127243.62,5183.58,3325.12,129102.08,2026-04-23
SAL003505,EMP00393,42633.44,8370.75,12775.22,38228.97,2024-10-12
SAL003506,EMP00655,99777.75,19089.77,10267.08,108600.44,2025-08-10
SAL003507,EMP00913,68120.93,1113.44,10884.34,58350.03,2025-10-14
SAL003508,EMP00470,20236.71,1032.29,2275.55,18993.45,2025-07-13
SAL003509,EMP00169,61316.45,16481.05,7606.36,70191.14,2026-06-04
SAL003510,EMP00637,115779.78,8950.91,2269.8,122460.89,2025-07-04
SAL003511,EMP00626,116623.74,15131.53,2728.49,129026.78,2024-08-18
SAL003512,EMP00508,76312.68,18722.48,2520.45,92514.71,2025-01-05
SAL003513,EMP00683,63844.27,15920.72,2354.63,77410.36,2025-08-10
SAL003514,EMP01100,84341.5,14288.88,7741.92,90888.46,2025-02-28
SAL003515,EMP01106,62254.02,4248.18,2055.72,64446.48,2025-02-26
SAL003516,EMP00419,125519.65,13573.53,7398.14,131695.04,2025-08-02
SAL003517,EMP00851,71967.38,14473.76,9128.33,77312.81,2026-05-21
SAL003518,EMP00240,137384.32,12472.54,6575.5,143281.36,2025-10-09
SAL003519,EMP01133,94686.94,10068.06,3527.34,101227.66,2026-07-14
SAL003520,EMP01119,87746.05,2142.32,6791.74,83096.63,2026-08-05
SAL003521,EMP00116,75128.78,5813.6,8893.24,72049.14,2024-09-12
SAL003522,EMP01197,32254.16,13175.11,2990.02,42439.25,2024-10-23
SAL003523,EMP00667,67334.98,7514.46,5138.92,69710.52,2024-08-12
SAL003524,EMP01210,71212.12,19809.47,13416.37,77605.22,2026-05-01
SAL003525,EMP00219,35733.28,12154.54,8552.85,39334.97,2025-02-18
SAL003526,EMP01207,31182.47,16119.67,8738.39,38563.75,2025-09-07
SAL003527,EMP00605,51106.95,3031.49,3235.74,50902.7,2026-03-10
SAL003528,EMP00551,146469.45,8302.71,1098.61,153673.55,2026-07-21
SAL003529,EMP00637,36368.72,5839.64,1654.22,40554.14,2026-03-02
SAL003530,EMP00216,102257.17,9720.18,7763.02,104214.33,2025-05-31
SAL003531,EMP01218,97529.98,11163.74,11282.98,97410.74,2025-12-21
SAL003532,EMP01077,70097.03,10911.29,11131.59,69876.73,2024-10-12
SAL003533,EMP01047,71105.13,12539.49,13320.36,70324.26,2025-12-24
SAL003534,EMP00469,55527.55,1737.63,2750.33,54514.85,2024-09-21
SAL003535,EMP00350,64204.8,13119.24,5206.2,72117.84,2024-08-15
SAL003536,EMP00604,43596,17331.75,10267.18,50660.57,2025-09-21
SAL003537,EMP00084,45910.45,4865.83,3003.37,47772.91,2026-01-22
SAL003538,EMP00190,113626.14,19944.61,13204.65,120366.1,2025-12-31
SAL003539,EMP00485,118548.18,16291.03,6998.05,127841.16,2025-01-12
SAL003540,EMP00588,141522.63,15912.54,5353.86,152081.31,2025-01-29
SAL003541,EMP01195,131454.09,12516.58,9668.64,134302.03,2026-04-19
SAL003542,EMP01002,55613.66,18369.57,6631.61,67351.62,2024-11-05
SAL003543,EMP00385,34846.85,16760.16,9911.39,41695.62,2026-05-23
SAL003544,EMP00054,127198.19,8642.1,3833.89,132006.4,2025-08-05
SAL003545,EMP00060,106332.93,9884.52,6057.93,110159.52,2024-11-07
SAL003546,EMP00790,73596.52,8042.97,13669.41,67970.08,2024-09-08
SAL003547,EMP01070,125529.5,10534.39,13108.81,122955.08,2025-11-17
SAL003548,EMP00218,145166,17068.65,4254.27,157980.38,2024-10-09
SAL003549,EMP00825,125868.12,16407.46,13217.09,129058.49,2025-06-08
SAL003550,EMP01209,108704.84,18170.71,6801.47,120074.08,2025-04-13
SAL003551,EMP00827,31050.16,5128.01,1125.32,35052.85,2026-06-23
SAL003552,EMP01227,69723.91,13605.65,14814.41,68515.15,2025-10-03
SAL003553,EMP00995,69287.09,6481.89,8318.97,67450.01,2025-09-16
SAL003554,EMP00758,34099.68,5928.76,13989.33,26039.11,2026-01-30
SAL003555,EMP00632,101371,5991.71,12776.71,94586,2025-04-03
SAL003556,EMP00456,128343.87,7130.4,9135.97,126338.3,2025-10-10
SAL003557,EMP00251,77000.78,17208.72,7417.8,86791.7,2024-11-19
SAL003558,EMP00251,46253.79,4721.21,7788.52,43186.48,2024-09-30
SAL003559,EMP01153,99146.59,8758.88,13033.24,94872.23,2025-04-07
SAL003560,EMP01228,63067.31,10157.87,4836.15,68389.03,2026-04-19
SAL003561,EMP00263,26976.51,9720.85,9578.25,27119.11,2024-09-02
SAL003562,EMP01154,76930.2,6168.98,11570.89,71528.29,2024-11-01
SAL003563,EMP01019,76291.16,12638.89,12196.34,76733.71,2026-04-01
SAL003564,EMP00365,107365.09,13301.51,13754.5,106912.1,2025-08-11
SAL003565,EMP00681,82822.46,15060.8,3397.96,94485.3,2025-12-20
SAL003566,EMP00799,117534.74,7637.1,5798.2,119373.64,2025-01-04
SAL003567,EMP00618,148542.37,19309.34,6066.51,161785.2,2025-12-31
SAL003568,EMP00763,127841.62,15412.77,13307.71,129946.68,2025-08-09
SAL003569,EMP01112,102841.39,2581.29,9452.98,95969.7,2025-08-25
SAL003570,EMP01147,40294.4,5735.5,12299.09,33730.81,2025-06-30
SAL003571,EMP01042,20244.64,1008.13,3458.08,17794.69,2025-02-28
SAL003572,EMP00961,37969,5984.23,6844.29,37108.94,2026-03-23
SAL003573,EMP01107,137636.81,15895.86,12869.98,140662.69,2026-03-29
SAL003574,EMP00747,71961.75,7567.43,13391.88,66137.3,2024-11-20
SAL003575,EMP00708,67610.02,6571.38,11865.4,62316,2024-08-31
SAL003576,EMP00614,134863.72,19171.96,11932.82,142102.86,2026-01-21
SAL003577,EMP00277,42175.02,9689.91,5239.4,46625.53,2025-02-10
SAL003578,EMP00566,99988.11,9715.23,2799.1,106904.24,2025-08-19
SAL003579,EMP00563,58002.35,10569.79,9840.48,58731.66,2026-03-13
SAL003580,EMP00827,146745.88,18197.23,3694.6,161248.51,2025-06-08
SAL003581,EMP00989,38037.44,16172.26,5046.77,49162.93,2025-12-03
SAL003582,EMP00685,64881,5086.15,5764.05,64203.1,2024-12-12
SAL003583,EMP00424,46416.69,4610,2917.77,48108.92,2025-07-17
SAL003584,EMP00551,74451.69,8610.02,5574.04,77487.67,2026-07-24
SAL003585,EMP00224,78391.12,19725.48,7604.73,90511.87,2025-04-30
SAL003586,EMP00423,143457.09,17309.66,12671.5,148095.25,2026-03-01
SAL003587,EMP01073,23952.9,14418.96,12536.47,25835.39,2025-04-23
SAL003588,EMP00168,35703.88,17874.64,14969.37,38609.15,2026-06-18
SAL003589,EMP00909,73264.02,18628.46,12878.54,79013.94,2025-06-02
SAL003590,EMP00132,63838.45,6389.23,9002.14,61225.54,2025-01-08
SAL003591,EMP01046,69052.83,10250.38,8521.24,70781.97,2025-08-03
SAL003592,EMP01097,87352.73,12391.14,12443.13,87300.74,2025-05-16
SAL003593,EMP01211,91706.35,16027.28,13456.99,94276.64,2025-06-27
SAL003594,EMP00618,106081.17,19671.74,5739.43,120013.48,2024-11-29
SAL003595,EMP00028,119545.45,3793.35,6302.94,117035.86,2025-08-01
SAL003596,EMP01082,131087.43,17961.23,5136.69,143911.97,2026-07-31
SAL003597,EMP00155,54690.12,13867.35,8360.99,60196.48,2025-07-31
SAL003598,EMP01054,126544.09,16803.2,6816.91,136530.38,2025-06-17
SAL003599,EMP00602,67483.02,17119.08,8775.02,75827.08,2025-06-09
SAL003600,EMP01019,121894.15,17561.41,12931.87,126523.69,2024-09-05
SAL003601,EMP00164,91215.02,10595.01,8712.64,93097.39,2026-03-04
SAL003602,EMP00553,71481.09,6679.19,11467.54,66692.74,2026-02-14
SAL003603,EMP00549,134310.04,11680.98,9551.66,136439.36,2026-07-05
SAL003604,EMP01019,117930.95,5702.98,14305.53,109328.4,2024-09-22
SAL003605,EMP00176,103176.92,7765.26,3102.91,107839.27,2025-09-26
SAL003606,EMP00475,32055.77,2656.26,13385.83,21326.2,2025-12-10
SAL003607,EMP00811,59623.96,7264.42,7043.94,59844.44,2025-09-03
SAL003608,EMP00862,53140.97,8700.48,6471.21,55370.24,2026-03-19
SAL003609,EMP00202,47794.89,12836.64,7503.84,53127.69,2026-01-12
SAL003610,EMP00584,136572.77,18830.11,12256.14,143146.74,2025-09-28
SAL003611,EMP00604,64458.63,2018.44,4480.49,61996.58,2025-01-29
SAL003612,EMP00072,137698.34,17639.52,12282.87,143054.99,2025-04-25
SAL003613,EMP01075,100126.93,19709.92,11667.26,108169.59,2025-09-04
SAL003614,EMP00366,139227.46,19009.48,2091.87,156145.07,2025-01-30
SAL003615,EMP00338,62889.85,17051.22,1994.83,77946.24,2024-10-02
SAL003616,EMP00977,131068.16,11412.06,7097.11,135383.11,2025-03-07
SAL003617,EMP00914,63478.94,4199.61,6738.22,60940.33,2026-06-29
SAL003618,EMP00623,122331.29,8821.27,2564.42,128588.14,2026-05-29
SAL003619,EMP00039,127441.56,16531.42,7615.49,136357.49,2025-07-28
SAL003620,EMP00687,92409.28,14204.02,1364.92,105248.38,2024-10-27
SAL003621,EMP01229,21138.14,2244.73,10201,13181.87,2026-07-11
SAL003622,EMP00476,85547.56,9202.91,6311.3,88439.17,2026-04-28
SAL003623,EMP00024,51993.37,18260.58,2013.46,68240.49,2025-05-14
SAL003624,EMP00966,27567.27,6453.52,8659.82,25360.97,2026-03-02
SAL003625,EMP00548,94882.35,19984.85,2284.13,112583.07,2025-09-21
SAL003626,EMP00275,29563.22,19443.6,5013.89,43992.93,2025-09-16
SAL003627,EMP00548,115510.51,17063.66,4668.76,127905.41,2026-07-16
SAL003628,EMP00798,45442.28,4788.37,4081.67,46148.98,2026-06-22
SAL003629,EMP00062,113190.84,19204.42,13027.63,119367.63,2024-09-22
SAL003630,EMP00373,137612.19,19655.81,6242.35,151025.65,2026-08-04
SAL003631,EMP01073,73387.38,2563.94,11787.67,64163.65,2025-12-15
SAL003632,EMP00918,67000.65,12890.84,12805.14,67086.35,2024-12-02
SAL003633,EMP00966,43717.53,16598.25,7821.68,52494.1,2025-06-14
SAL003634,EMP00634,105716.94,4905.29,3376,107246.23,2026-03-02
SAL003635,EMP00593,62639.09,1691.62,3123.43,61207.28,2025-12-15
SAL003636,EMP00649,99324.72,15538.9,9792.29,105071.33,2025-08-10
SAL003637,EMP00541,124343.86,6115.72,12932.8,117526.78,2025-09-17
SAL003638,EMP00013,75496.49,9354.71,2150.15,82701.05,2025-01-27
SAL003639,EMP01111,137462.47,5676.87,10607.85,132531.49,2025-12-28
